Code #,Count,Title,HTML address,URL: doc address,Date accessed,Accessed by,Source,Day/Month,Year,Material type,Government Level 1,Government Level 2,Citation,Database name,Database link,Search terms used,Filters applied,Other Notes
1227,76701,Wood Residue Recovery in the National Forests,,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2f5$2f5$2f7$2fhrg-1979-anf-0041_from_1_to_135.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1979-anf-0041$40Hearing$40Hearings+Published$40November+30,+1979$401979?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,11/30,1979,Congressional document,Senate,"Committee on Agriculture, Nutrition, and Forestry, Subcommittee on Environment, Soil Conservation, and Forestry",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1228,52760,Forest Ecosystems Management in Idaho,,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2f8$2f8$2fe$2fhrg-1993-hag-0030_from_1_to_137.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1993-hag-0030$40Hearing$40Hearings+Published$40August+20,+1993$401993?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,8/20,1993,Congressional document,House of Representatives,"Committee on Agriculture, Subcommittee on Specialty Crops and Natural Resources",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1229,526794,"Department of the Interior and Related Agencies Appropriations, FY73, Part 2",,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fa$2f9$2fe$2f2$2fhrg-1972-sap-0012_from_1_to_1400.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1972-sap-0012$40Hearing$40Hearings+Published$40March+03,+1972$401972?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,3/3,1972,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1230,265867,"Oregon Wilderness Act of 1983, Part 2",,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fd$2fc$2ff$2f2$2fhrg-1983-nar-0055_from_1_to_1257.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1983-nar-0055$40Hearing$40Hearings+Published$40October+20,+1983$401983?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,10/20,1983,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Public Lands and Reserved Water",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1231,152140,National Forests and the Public Domain. Part 10: Idaho,,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f0$2f4$2f8$2fhrg-1925-plv-0010_from_1_to_213.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1925-plv-0010$40Hearing$40Hearings+Published$40September+24,+1925$402010?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,9/24,1925,Congressional document,Senate,Subcommittee of the Committee on Public Lands and Surveys,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1232,157236,Idaho Forest Management Act of 1984,,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2fc$2fd$2fe$2fhrg-1984-nar-0004_from_1_to_621.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1984-nar-0004$40Hearing$40Hearings+Published$40April+03,+1984$401984?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,4/3,1984,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Public Lands and Reserved Water",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1233,170944,Designating Certain National Forest System Lands and Public Lands in Utah and Arizona As Wilderness,,"http://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fb$2fc$2f7$2ff$2fhrg-1984-nar-0008_from_1_to_695.pdf+/$22mountain+pine+beetle$22$40$2fapp-gis$2fhearing$2fhrg-1984-nar-0008$40Hearing$40Hearings+Published$40February+09,+1984$401984?pgId=fb284416-7952-4f53-9cde-3fba5651ca62&rsId=15B358819EC",5/3/2017,KJ,,2/9,1984,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Public Lands and Reserved Water",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1234,407145,"Interior, Environment, and Related Agencies Appropriations for 2009, Part 5",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2008-hap-0035/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,,2008,Congressional document,,"Subcommittee of the Committee on Appropriations, Subcommittee on Interior, Environment, and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1235,134721,"Agricultural Appropriation Bill, 1928",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1926-sap-0010/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,12/28,1926,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1236,394007,"Department of the Interior and Related Agencies Appropriations for 1973, Part 4",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1972-hap-0015/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/20,1972,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on the department of the interior and related agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1237,34561,Need for Proper Forest Management on Federal Rights-of-Way To Ensure Reliable Electricity Service,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2006-hrc-0018/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,5/3,2006,Congressional document,House of Representatives,"Committee on Resources, Subcommittee on Water and Power, Subcommittee on Forests and Forest Health ",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1238,356583,Department of the Interior and Related Agencies Appropriations for 2004 Part 3: Justification of the Budget Estimates,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2003-hap-0021/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,,2003,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on the department of the interior and related agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1239,501290,"Agricultural Appropriation Bill, 1927",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1925-hap-0008/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,12/16,1925,Congressional document,House of Representatives,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1240,74611,Reforestation. Part 8,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1923-rfs-0008/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,11/22,1923,Congressional document,Senate,Select Committee on Reforestation,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1241,321318,"Agriculture Department Appropriation Bill for 1942. Part 2: Farm Credit Administration, Farm Security Administration, Rural Electrification Administration",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1941-hap-0002/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/9,1941,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agricultural Department",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1242,519196,"Department of the Interior and Related Agencies Appropriations, Fiscal Year 1991, Part 1",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1990-sap-0030/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/26,1990,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1243,778332,"Congressional Record-October 7, 1998",,http://congressional.proquest.com/congressional/docview/t19.d20.cr-1998-1007/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,10/7,1998,Congressional document,Congress,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1244,359641,"Congressional Record-May 6, 1976",,http://congressional.proquest.com/congressional/docview/t19.d20.cr-1976-0506/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,5/6,1976,Congressional document,Congress,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1245,618220,"Congressional Record-August 6, 1992",,http://congressional.proquest.com/congressional/docview/t19.d20.cr-1992-0806/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,8/6,1992,Congressional document,Congress,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1247,134914,Pacific Northwest Flood,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1965-pwh-0004/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/9,1965,Congressional document,House of Representatives,"Committee on Public Works, Subcommittee on Flood Control",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1248,53095,Current Fire Management Policies,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1988-nar-0045/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,9/29,1988,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Public Lands, National Parks and Forests, Committee on Agriculture, Nutrition, and Forestry, Subcommittee on Conservation and Forestry",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1249,99512,Federal Lands Forest Health Protection and Restoration Act,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0007/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/1,1995,Congressional document,Senate,"Committee on Energy and Natural Resources, Subcommittee on Energy and Natural Resources ",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1250,230884,"Sawtooth National Recreation Area and Park Proposals, Idaho Part II",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1970-iia-0013/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,8/26,1970,Congressional document,House of Representatives,"Committee on Interior and Insular Affairs, Subcommittee on National Parks and Recreation",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1251,527604,Department of Agriculture Appropriation Bill for 1949. Part 1,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1948-hap-0008/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/26,1948,Congressional document,House of Representatives,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1252,6874,"Grand Teton National Park, Wyoming",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1929-plv-0005/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/25,1929,Congressional document,Senate,Committee on Public Lands and Surveys,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1253,536348,Department of the Interior and Related Agencies Appropriations for FY71 Part 4,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1970-sap-0033/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/31,1970,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1254,409553,"Department of the Interior and Related Agencies Appropriations for FY79, Part 4",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1978-sap-0005/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/17,1978,Congressional document,Senate,Subcommittee of the Committee on Appropriations ,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1255,812063,Interior Department and Related Agencies Appropriations for 1963,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1962-ins-0017/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/26,1963,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1256,124389,Oregon Rare II Resolution Act of 1981,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1981-hag-0006/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/19,1981,Congressional document,House of Representatives,"Committee on Agriculture, Subcommittee on Forests, Family Farms, and Energy, Committee on Interior and Insular Affairs, Subcommittee on Public Lands and National Parks",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1257,503502,Department of the Interior and Related Agencies Appropriations for 1977 Part 7: Testimony of Members of Congress and Other Individuals and Organizations,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1976-hap-0062/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/5,1976,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on the department of the interior and related agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1259,336699,"Department of the Interior and Related Agencies Appropriations for 1971, Part 5",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1970-hap-0024/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/14,1970,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on the department of the interior and related agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1260,120148,Review of the Forest Service's Timber Sales Program,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1992-oph-0014/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/31,1992,Congressional document,House of Representatives,"Committee on Government Operations, Subcommittee on Environment, Energy, and Natural Resources",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1261,650182,Forest and Rangeland Management,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1976-afs-0016/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/15,1976,Congressional document,Senate,"Committee on Agriculture and Forestry, Subcommittee on Environment, Soil Conservation, and Forestry, Committee on Interior and Insular Affairs, Subcommittee on the Environment and Land Resources",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1262,230281,Oregon Omnibus Wilderness Act,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1976-iia-0056/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,10/25,1976,Congressional document,Senate,"Committee on Interior and Insular Affairs, Subcommittee on the Environment and Land Resources",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1263,238702,Agricultural Appropriation Bill for 1931,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1930-sap-0003/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/21,1930,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1264,121934,"Department of Agriculture Appropriations for 1951. Part 6: Testimony of Members of Congress, Interested Organizations, and Individuals",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1950-hap-0033/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/10,1950,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agriculture",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1265,907755,Interior Department and Related Agencies Appropriations for 1965,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1964-sap-0003/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/19,1964,Congressional document,Senate,Subcommittee of the Committee on Appropriations,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1266,351793,Environmental R.&D. Posture Hearings,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1975-tec-0017/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/22,1975,Congressional document,House of Representatives,"Committee on Science and Technology, Subcommittee on the Environment and the Atmosphere",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1267,454278,"Department of the Interior and Related Agencies Appropriations for 1988, Part 10",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1987-hap-0072/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/17,1987,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on the department of the interior and related agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1268,429785,"Rural Development, Agriculture, and Related Agencies Appropriations for 1989 Part 6: Agricultural Programs",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1988-hap-0074/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/26,1988,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Rural Development, Agriculture, and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1269,11842,Estimates of Carbon Mitigation Potential from Agricultural and Forestry Activities,,http://congressional.proquest.com/congressional/docview/t21.d22.crs-2009-rsi-0499/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,6/19,2009,Congressional document,Congressional Research Service,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",same as document 1270 & 1271
1270,9734,Estimates of Carbon Mitigation Potential from Agricultural and Forestry Activities,,http://congressional.proquest.com/congressional/docview/t21.d22.crs-2009-rsi-0185/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/20,2009,Congressional document,Congressional Research Service,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",same as document 1269 & 1271
1271,12213,Estimates of Carbon Mitigation Potential from Agricultural and Forestry Activities,,http://congressional.proquest.com/congressional/docview/t21.d22.crs-2010-rsi-0155/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/26,2010,Congressional document,Congressional Research Service,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",same as document 1269 & 1270
1272,115201,"Congressional Record-May 22, 1947",,http://congressional.proquest.com/congressional/docview/t19.d20.cr-1947-0522/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,5/22,1947,Congressional document,Congress,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1273,47058,Markup Session,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1987-sap-0058/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,4/30,1987,Congressional document,,,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1274,46558,Management of the National Forest System in the Pacific Northwest,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0025/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,1/16,1997,Congressional document,House of Representatives,Committee on Agriculture,,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1275,264768,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for 2015, Part 3",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-2014-hap-0025/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,3/5,2014,Congressional document,House of Representatives,"Subcommittee of the Committee on Appropriations, Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1276,64463,Reforestation and Stand Enhancement Opportunities for Small Business Contractors,,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1992-smb-0035/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,6/22,1992,Congressional document,House of Representatives,"Committee on Small Business, Subcommittee on Regulation, Business Opportunities, and Energy",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
1277,68495,"Review of the FY91 Budget of the Forest Service, U.S. Department of Agriculture",,http://congressional.proquest.com/congressional/docview/t29.d30.hrg-1990-hag-0013/usgLogRstClick!!?accountid=14698,5/3/2017,KJ,,2/6,1990,Congressional document,House of Representatives,"Committee on Agriculture, Subcommittee on Forests, Family Farms, and Energy",,ProQuest Congressional,http://congressional.proquest.com,"""mountain pine beetle"" ","Only searched documents included within: ""Congressional record bound"", ""CRS report"", ""Hearings published"", ""Hearings unpublished"", ""House and Senate journals"", ""House and Senate Reports"" ",
